Nodos AristasExistentes Tiempo
50 450 51946
50 450 52308
50 450 51650
50 450 51897
50 450 52185
50 450 52273
50 450 148636
50 450 115578
50 450 49881
50 450 87657
50 450 48482
50 450 47921
50 450 48083
50 450 47938
50 450 48054
50 450 48202
50 450 52927
50 450 52221
50 450 52282
50 450 71173
50 450 48368
50 450 50728
50 450 49920
50 450 48571
50 450 53496
50 450 48020
50 450 48292
50 450 82885
50 450 48154
50 450 47995
50 450 48170
50 450 47909
50 450 83070
50 450 48199
50 450 48697
50 450 83437
50 450 48345
50 450 47621
50 450 49810
50 450 48230
50 450 48111
50 450 48398
50 450 47801
50 450 48071
50 450 47762
50 450 48291
50 450 48001
50 450 48492
50 450 48183
50 450 48084
50 450 85330
50 450 47826
50 450 47807
50 450 23946
50 450 59458
50 450 164883
50 500 51588
50 500 50969
50 500 50762
50 500 50927
50 500 63981
50 500 51177
50 500 50992
50 500 51287
50 500 50964
50 500 50624
50 500 117927
50 500 51135
50 500 50878
50 500 86443
50 500 50955
50 500 50879
50 500 51075
50 500 50859
50 500 50918
50 500 50958
50 500 50711
50 500 51231
50 500 50753
50 500 51149
50 500 88697
50 500 50876
50 500 50755
50 500 50964
50 500 50449
50 500 70767
50 500 55374
50 500 56036
50 500 55276
50 500 55225
50 500 54949
50 500 55114
50 500 54734
50 500 55243
50 500 55188
50 500 63102
50 500 86001
50 500 914298
50 500 50927
50 500 50664
50 500 51036
50 500 50886
50 500 51185
50 500 51204
50 500 50763
50 500 51095
50 500 51247
50 500 51237
50 500 50964
50 500 50903
50 500 61213
50 500 56334
50 500 55588
50 500 74176
50 500 57008
50 500 55496
50 500 74283
50 500 56744
50 500 69610
50 500 237904
50 500 55436
50 500 55207
50 500 55088
50 500 55009
50 500 55014
50 500 73501
50 500 55141
50 500 55050
50 500 72920
50 500 55167
50 500 54772
50 500 55379
50 500 130345
50 500 55338
50 500 75849
50 500 55152
50 500 55449
50 500 56540
50 500 55166
50 500 55220
50 500 55059
50 500 57517
50 500 55415
50 500 64691
50 500 132393
50 500 55270
50 500 54679
50 500 55239
50 500 55275
